table,key,column,notebook,audit,match
contested_sensitivity,contested_excluded/hem_bbox - gray_bbox/K20,exact_p (6 dp),0.114258,0.114258,True
contested_sensitivity,contested_excluded/hem_bbox - gray_bbox/K20,holm_p (6 dp),0.571289,0.571289,True
contested_sensitivity,contested_excluded/hem_bbox - gray_bbox/K30,mean_delta_precision,-0.0249,-0.0249,True
contested_sensitivity,contested_excluded/hem_bbox - gray_bbox/K30,wins,3,3,True
contested_sensitivity,contested_excluded/hem_bbox - gray_bbox/K30,losses,9,9,True
contested_sensitivity,contested_excluded/hem_bbox - gray_bbox/K30,exact_p (6 dp),0.078125,0.078125,True
contested_sensitivity,contested_excluded/hem_bbox - gray_bbox/K30,holm_p (6 dp),0.46875,0.46875,True
contested_sensitivity,contested_as_fp/gray_bbox - default_51/K10,mean_delta_precision,0.0,0.0,True
contested_sensitivity,contested_as_fp/gray_bbox - default_51/K10,wins,2,2,True
contested_sensitivity,contested_as_fp/gray_bbox - default_51/K10,losses,2,2,True
contested_sensitivity,contested_as_fp/gray_bbox - default_51/K10,exact_p (6 dp),1.0,1.0,True
contested_sensitivity,contested_as_fp/gray_bbox - default_51/K10,holm_p (6 dp),1.0,1.0,True
contested_sensitivity,contested_as_fp/gray_bbox - default_51/K20,mean_delta_precision,-0.0214,-0.0214,True
contested_sensitivity,contested_as_fp/gray_bbox - default_51/K20,wins,1,1,True
contested_sensitivity,contested_as_fp/gray_bbox - default_51/K20,losses,5,5,True
contested_sensitivity,contested_as_fp/gray_bbox - default_51/K20,exact_p (6 dp),0.15625,0.15625,True
contested_sensitivity,contested_as_fp/gray_bbox - default_51/K20,holm_p (6 dp),1.0,1.0,True
contested_sensitivity,contested_as_fp/gray_bbox - default_51/K30,mean_delta_precision,-0.0167,-0.0167,True
contested_sensitivity,contested_as_fp/gray_bbox - default_51/K30,wins,2,2,True
contested_sensitivity,contested_as_fp/gray_bbox - default_51/K30,losses,6,6,True
contested_sensitivity,contested_as_fp/gray_bbox - default_51/K30,exact_p (6 dp),0.296875,0.296875,True
contested_sensitivity,contested_as_fp/gray_bbox - default_51/K30,holm_p (6 dp),1.0,1.0,True
contested_sensitivity,contested_as_fp/hem_bbox - default_51/K10,mean_delta_precision,-0.0071,-0.0071,True
contested_sensitivity,contested_as_fp/hem_bbox - default_51/K10,wins,2,2,True
contested_sensitivity,contested_as_fp/hem_bbox - default_51/K10,losses,3,3,True
contested_sensitivity,contested_as_fp/hem_bbox - default_51/K10,exact_p (6 dp),1.0,1.0,True
contested_sensitivity,contested_as_fp/hem_bbox - default_51/K10,holm_p (6 dp),1.0,1.0,True
contested_sensitivity,contested_as_fp/hem_bbox - default_51/K20,mean_delta_precision,-0.0429,-0.0429,True
contested_sensitivity,contested_as_fp/hem_bbox - default_51/K20,wins,3,3,True
contested_sensitivity,contested_as_fp/hem_bbox - default_51/K20,losses,7,7,True
contested_sensitivity,contested_as_fp/hem_bbox - default_51/K20,exact_p (6 dp),0.064453,0.064453,True
contested_sensitivity,contested_as_fp/hem_bbox - default_51/K20,holm_p (6 dp),0.515625,0.515625,True
contested_sensitivity,contested_as_fp/hem_bbox - default_51/K30,mean_delta_precision,-0.0357,-0.0357,True
contested_sensitivity,contested_as_fp/hem_bbox - default_51/K30,wins,3,3,True
contested_sensitivity,contested_as_fp/hem_bbox - default_51/K30,losses,10,10,True
contested_sensitivity,contested_as_fp/hem_bbox - default_51/K30,exact_p (6 dp),0.036865,0.036865,True
contested_sensitivity,contested_as_fp/hem_bbox - default_51/K30,holm_p (6 dp),0.331787,0.331787,True
contested_sensitivity,contested_as_fp/hem_bbox - gray_bbox/K10,mean_delta_precision,-0.0071,-0.0071,True
contested_sensitivity,contested_as_fp/hem_bbox - gray_bbox/K10,wins,3,3,True
contested_sensitivity,contested_as_fp/hem_bbox - gray_bbox/K10,losses,4,4,True
contested_sensitivity,contested_as_fp/hem_bbox - gray_bbox/K10,exact_p (6 dp),1.0,1.0,True
contested_sensitivity,contested_as_fp/hem_bbox - gray_bbox/K10,holm_p (6 dp),1.0,1.0,True
contested_sensitivity,contested_as_fp/hem_bbox - gray_bbox/K20,mean_delta_precision,-0.0214,-0.0214,True
contested_sensitivity,contested_as_fp/hem_bbox - gray_bbox/K20,wins,3,3,True
contested_sensitivity,contested_as_fp/hem_bbox - gray_bbox/K20,losses,6,6,True
contested_sensitivity,contested_as_fp/hem_bbox - gray_bbox/K20,exact_p (6 dp),0.390625,0.390625,True
contested_sensitivity,contested_as_fp/hem_bbox - gray_bbox/K20,holm_p (6 dp),1.0,1.0,True
contested_sensitivity,contested_as_fp/hem_bbox - gray_bbox/K30,mean_delta_precision,-0.019,-0.019,True
contested_sensitivity,contested_as_fp/hem_bbox - gray_bbox/K30,wins,3,3,True
contested_sensitivity,contested_as_fp/hem_bbox - gray_bbox/K30,losses,9,9,True
contested_sensitivity,contested_as_fp/hem_bbox - gray_bbox/K30,exact_p (6 dp),0.175293,0.175293,True
contested_sensitivity,contested_as_fp/hem_bbox - gray_bbox/K30,holm_p (6 dp),1.0,1.0,True
rule_definitions,contested_excluded vs round-1 contested_neutral/gray_bbox - default_51/K10,exact_p,0.5,0.5,True
rule_definitions,contested_excluded vs round-1 contested_neutral/gray_bbox - default_51/K10,mean_delta,-0.01420068,-0.01420068,True
rule_definitions,contested_excluded vs round-1 contested_neutral/gray_bbox - default_51/K20,exact_p,0.0625,0.0625,True
rule_definitions,contested_excluded vs round-1 contested_neutral/gray_bbox - default_51/K20,mean_delta,-0.031416163,-0.031416163,True
rule_definitions,contested_excluded vs round-1 contested_neutral/gray_bbox - default_51/K30,exact_p,0.23828125,0.23828125,True
rule_definitions,contested_excluded vs round-1 contested_neutral/gray_bbox - default_51/K30,mean_delta,-0.018547937,-0.018547937,True
rule_definitions,contested_excluded vs round-1 contested_neutral/hem_bbox - default_51/K10,exact_p,0.15625,0.15625,True
rule_definitions,contested_excluded vs round-1 contested_neutral/hem_bbox - default_51/K10,mean_delta,-0.026899093,-0.026899093,True
rule_definitions,contested_excluded vs round-1 contested_neutral/hem_bbox - default_51/K20,exact_p,0.003417969,0.003417969,True
rule_definitions,contested_excluded vs round-1 contested_neutral/hem_bbox - default_51/K20,mean_delta,-0.066573575,-0.066573575,True
rule_definitions,contested_excluded vs round-1 contested_neutral/hem_bbox - default_51/K30,exact_p,0.003173828,0.003173828,True
rule_definitions,contested_excluded vs round-1 contested_neutral/hem_bbox - default_51/K30,mean_delta,-0.0434666,-0.0434666,True
rule_definitions,contested_excluded vs round-1 contested_neutral/hem_bbox - gray_bbox/K10,exact_p,0.46875,0.46875,True
rule_definitions,contested_excluded vs round-1 contested_neutral/hem_bbox - gray_bbox/K10,mean_delta,-0.012698413,-0.012698413,True
rule_definitions,contested_excluded vs round-1 contested_neutral/hem_bbox - gray_bbox/K20,exact_p,0.114257812,0.114257812,True
rule_definitions,contested_excluded vs round-1 contested_neutral/hem_bbox - gray_bbox/K20,mean_delta,-0.035157412,-0.035157412,True
rule_definitions,contested_excluded vs round-1 contested_neutral/hem_bbox - gray_bbox/K30,exact_p,0.078125,0.078125,True
rule_definitions,contested_excluded vs round-1 contested_neutral/hem_bbox - gray_bbox/K30,mean_delta,-0.024918663,-0.024918663,True
rule_definitions,contested_as_fp vs round-1 contested_mitoses_dropped/gray_bbox - default_51/K10,exact_p,1.0,1.0,True
rule_definitions,contested_as_fp vs round-1 contested_mitoses_dropped/gray_bbox - default_51/K10,mean_delta,0.0,0.0,True
rule_definitions,contested_as_fp vs round-1 contested_mitoses_dropped/gray_bbox - default_51/K20,exact_p,0.15625,0.15625,True
rule_definitions,contested_as_fp vs round-1 contested_mitoses_dropped/gray_bbox - default_51/K20,mean_delta,-0.021428571,-0.021428571,True
rule_definitions,contested_as_fp vs round-1 contested_mitoses_dropped/gray_bbox - default_51/K30,exact_p,0.296875,0.296875,True
rule_definitions,contested_as_fp vs round-1 contested_mitoses_dropped/gray_bbox - default_51/K30,mean_delta,-0.016666667,-0.016666667,True
rule_definitions,contested_as_fp vs round-1 contested_mitoses_dropped/hem_bbox - default_51/K10,exact_p,1.0,1.0,True
rule_definitions,contested_as_fp vs round-1 contested_mitoses_dropped/hem_bbox - default_51/K10,mean_delta,-0.007142857,-0.007142857,True
rule_definitions,contested_as_fp vs round-1 contested_mitoses_dropped/hem_bbox - default_51/K20,exact_p,0.064453125,0.064453125,True
rule_definitions,contested_as_fp vs round-1 contested_mitoses_dropped/hem_bbox - default_51/K20,mean_delta,-0.042857143,-0.042857143,True
rule_definitions,contested_as_fp vs round-1 contested_mitoses_dropped/hem_bbox - default_51/K30,exact_p,0.036865234,0.036865234,True
rule_definitions,contested_as_fp vs round-1 contested_mitoses_dropped/hem_bbox - default_51/K30,mean_delta,-0.035714286,-0.035714286,True
rule_definitions,contested_as_fp vs round-1 contested_mitoses_dropped/hem_bbox - gray_bbox/K10,exact_p,1.0,1.0,True
rule_definitions,contested_as_fp vs round-1 contested_mitoses_dropped/hem_bbox - gray_bbox/K10,mean_delta,-0.007142857,-0.007142857,True
rule_definitions,contested_as_fp vs round-1 contested_mitoses_dropped/hem_bbox - gray_bbox/K20,exact_p,0.390625,0.390625,True
rule_definitions,contested_as_fp vs round-1 contested_mitoses_dropped/hem_bbox - gray_bbox/K20,mean_delta,-0.021428571,-0.021428571,True
rule_definitions,contested_as_fp vs round-1 contested_mitoses_dropped/hem_bbox - gray_bbox/K30,exact_p,0.175292969,0.175292969,True
rule_definitions,contested_as_fp vs round-1 contested_mitoses_dropped/hem_bbox - gray_bbox/K30,mean_delta,-0.019047619,-0.019047619,True
TIES,gray_bbox - default_51/K10,mean_abs_size_gap_px,11.9,11.9,True
TIES,gray_bbox - default_51/K10,ties,10.0,10,True
TIES,gray_bbox - default_51/K10,rois_with_different_template,12.0,12,True
TIES,gray_bbox - default_51/K10,shared_topk_coordinates_where_templates_differ,2.0,2,True
TIES,gray_bbox - default_51/K10,mean_mitoses_found_by_both_all_14,6.14,6.14,True
TIES,gray_bbox - default_51/K20,mean_abs_size_gap_px,11.9,11.9,True
TIES,gray_bbox - default_51/K20,ties,10.0,10,True
TIES,gray_bbox - default_51/K20,rois_with_different_template,12.0,12,True
TIES,gray_bbox - default_51/K20,shared_topk_coordinates_where_templates_differ,2.0,2,True
TIES,gray_bbox - default_51/K20,mean_mitoses_found_by_both_all_14,11.07,11.07,True
TIES,gray_bbox - default_51/K30,mean_abs_size_gap_px,11.9,11.9,True
TIES,gray_bbox - default_51/K30,ties,6.0,6,True
TIES,gray_bbox - default_51/K30,rois_with_different_template,12.0,12,True
TIES,gray_bbox - default_51/K30,shared_topk_coordinates_where_templates_differ,3.0,3,True
TIES,gray_bbox - default_51/K30,mean_mitoses_found_by_both_all_14,14.86,14.86,True
TIES,hem_bbox - default_51/K10,mean_abs_size_gap_px,21.7,21.7,True
TIES,hem_bbox - default_51/K10,ties,9.0,9,True
TIES,hem_bbox - default_51/K10,rois_with_different_template,14.0,14,True
TIES,hem_bbox - default_51/K10,shared_topk_coordinates_where_templates_differ,1.0,1,True
TIES,hem_bbox - default_51/K10,mean_mitoses_found_by_both_all_14,5.29,5.29,True
TIES,hem_bbox - default_51/K20,mean_abs_size_gap_px,21.7,21.7,True
TIES,hem_bbox - default_51/K20,ties,2.0,2,True
TIES,hem_bbox - default_51/K20,rois_with_different_template,14.0,14,True
TIES,hem_bbox - default_51/K20,shared_topk_coordinates_where_templates_differ,2.0,2,True
TIES,hem_bbox - default_51/K20,mean_mitoses_found_by_both_all_14,9.21,9.21,True
TIES,hem_bbox - default_51/K30,mean_abs_size_gap_px,21.7,21.7,True
TIES,hem_bbox - default_51/K30,ties,3.0,3,True
TIES,hem_bbox - default_51/K30,rois_with_different_template,14.0,14,True
TIES,hem_bbox - default_51/K30,shared_topk_coordinates_where_templates_differ,2.0,2,True
TIES,hem_bbox - default_51/K30,mean_mitoses_found_by_both_all_14,12.29,12.29,True
TIES,hem_bbox - gray_bbox/K10,mean_abs_size_gap_px,9.9,9.9,True
TIES,hem_bbox - gray_bbox/K10,ties,11.0,11,True
TIES,hem_bbox - gray_bbox/K10,rois_with_different_template,14.0,14,True
TIES,hem_bbox - gray_bbox/K10,shared_topk_coordinates_where_templates_differ,2.0,2,True
TIES,hem_bbox - gray_bbox/K10,mean_mitoses_found_by_both_all_14,5.21,5.21,True
TIES,hem_bbox - gray_bbox/K20,mean_abs_size_gap_px,9.9,9.9,True
TIES,hem_bbox - gray_bbox/K20,ties,2.0,2,True
TIES,hem_bbox - gray_bbox/K20,rois_with_different_template,14.0,14,True
TIES,hem_bbox - gray_bbox/K20,shared_topk_coordinates_where_templates_differ,6.0,6,True
TIES,hem_bbox - gray_bbox/K20,mean_mitoses_found_by_both_all_14,9.43,9.43,True
TIES,hem_bbox - gray_bbox/K30,mean_abs_size_gap_px,9.9,9.9,True
TIES,hem_bbox - gray_bbox/K30,ties,4.0,4,True
TIES,hem_bbox - gray_bbox/K30,rois_with_different_template,14.0,14,True
TIES,hem_bbox - gray_bbox/K30,shared_topk_coordinates_where_templates_differ,12.0,12,True
TIES,hem_bbox - gray_bbox/K30,mean_mitoses_found_by_both_all_14,13.0,13.0,True
refusals,013.tiff,refused_draws,254:hem_bbox,254:hem_bbox,True
refusals,094.tiff,refused_draws,,,True
refusals,201.tiff,refused_draws,,,True
refusals,233.tiff,refused_draws,,,True
refusals,245.tiff,refused_draws,6274:hem_bbox,6274:hem_bbox,True
refusals,246.tiff,refused_draws,,,True
refusals,300.tiff,refused_draws,14581:hem_bbox,14581:hem_bbox,True
refusals,301.tiff,refused_draws,,,True
refusals,402.tiff,refused_draws,,,True
refusals,403.tiff,refused_draws,20334:gray_bbox+hem_bbox,20334:gray_bbox+hem_bbox,True
refusals,459.tiff,refused_draws,,,True
refusals,460.tiff,refused_draws,,,True
refusals,529.tiff,refused_draws,,,True
refusals,548.tiff,refused_draws,,,True
refusals,ALL,production gray_bbox would click differently,"['013.tiff', '245.tiff', '300.tiff']","['013.tiff', '245.tiff', '300.tiff']",True
refusals,ALL,default_51 alone would click differently,"['013.tiff', '245.tiff', '300.tiff', '403.tiff']","['013.tiff', '245.tiff', '300.tiff', '403.tiff']",True
worktree_spotcheck,245.tiff/default_51,top30 identical with current production.py,True,True,True
worktree_spotcheck,245.tiff/default_51,n_detections,97,97,True
worktree_spotcheck,245.tiff/gray_bbox,top30 identical with current production.py,True,True,True
worktree_spotcheck,245.tiff/gray_bbox,n_detections,97,97,True
worktree_spotcheck,245.tiff/hem_bbox,top30 identical with current production.py,True,True,True
worktree_spotcheck,245.tiff/hem_bbox,n_detections,98,98,True
worktree_spotcheck,403.tiff/default_51,top30 identical with current production.py,True,True,True
worktree_spotcheck,403.tiff/default_51,n_detections,98,98,True
worktree_spotcheck,403.tiff/gray_bbox,top30 identical with current production.py,True,True,True
worktree_spotcheck,403.tiff/gray_bbox,n_detections,98,98,True
worktree_spotcheck,403.tiff/hem_bbox,top30 identical with current production.py,True,True,True
worktree_spotcheck,403.tiff/hem_bbox,n_detections,95,95,True
